StartTime,EndTime,MainCategory
2017-03-05 10:12:24.500000-06:00,2017-03-05 10:12:28.800000-06:00,FeedingDominantHand
2017-03-05 10:13:50-06:00,2017-03-05 10:13:53-06:00,FeedingDominantHand
2017-03-05 10:14:57.500000-06:00,2017-03-05 10:15:01.600000-06:00,FeedingNonDominantHand
2017-03-05 10:16:17.300000-06:00,2017-03-05 10:16:22.300000-06:00,DrinkingDominantHand
2017-03-05 10:16:23.900000-06:00,2017-03-05 10:16:29.500000-06:00,DrinkingDominantHand
2017-03-05 10:16:42.100000-06:00,2017-03-05 10:16:45.900000-06:00,DrinkingDominantHand
2017-03-05 10:17:33.800000-06:00,2017-03-05 10:17:40-06:00,FeedingDominantHand
2017-03-05 10:18:11.700000-06:00,2017-03-05 10:18:15.500000-06:00,FeedingDominantHand
2017-03-05 10:26:41.300000-06:00,2017-03-05 10:26:48-06:00,DrinkingDominantHand
2017-03-05 10:28:03.500000-06:00,2017-03-05 10:28:20.500000-06:00,DrinkingDominantHand
2017-03-05 10:46:56.500000-06:00,2017-03-05 10:47:01.200000-06:00,DrinkingDominantHand
2017-03-05 10:47:07.500000-06:00,2017-03-05 10:47:12.600000-06:00,DrinkingDominantHand
2017-03-05 10:47:20.200000-06:00,2017-03-05 10:47:23.700000-06:00,DrinkingDominantHand
