StartTime,EndTime,MainCategory
2017-03-04 09:45:02.600000-06:00,2017-03-04 09:45:05.700000-06:00,FeedingDominantHand
2017-03-04 09:45:21.400000-06:00,2017-03-04 09:45:22.500000-06:00,FeedingNonDominantHand
2017-03-04 09:45:24.600000-06:00,2017-03-04 09:45:27.100000-06:00,FeedingDominantHand
2017-03-04 09:45:37.300000-06:00,2017-03-04 09:45:38.800000-06:00,FeedingDominantHand
2017-03-04 09:45:49.300000-06:00,2017-03-04 09:45:51-06:00,FeedingNonDominantHand
2017-03-04 09:45:56.700000-06:00,2017-03-04 09:45:59.800000-06:00,FeedingDominantHand
2017-03-04 09:46:01.400000-06:00,2017-03-04 09:46:02.200000-06:00,FeedingDominantHand
2017-03-04 09:46:14-06:00,2017-03-04 09:46:16.800000-06:00,FeedingNonDominantHand
2017-03-04 09:46:22.200000-06:00,2017-03-04 09:46:25.200000-06:00,FeedingDominantHand
2017-03-04 09:46:29.700000-06:00,2017-03-04 09:46:32.800000-06:00,FeedingNonDominantHand
2017-03-04 09:46:47-06:00,2017-03-04 09:46:50.100000-06:00,FeedingDominantHand
2017-03-04 09:47:10.200000-06:00,2017-03-04 09:47:15.300000-06:00,FeedingNonDominantHand
2017-03-04 09:47:26-06:00,2017-03-04 09:47:30.600000-06:00,FeedingNonDominantHand
2017-03-04 09:47:49.100000-06:00,2017-03-04 09:47:52.800000-06:00,FeedingDominantHand
2017-03-04 09:48:15.100000-06:00,2017-03-04 09:48:18-06:00,FeedingDominantHand
2017-03-04 09:48:47.100000-06:00,2017-03-04 09:48:49.400000-06:00,FeedingNonDominantHand
2017-03-04 09:48:50-06:00,2017-03-04 09:48:52.100000-06:00,FeedingDominantHand
2017-03-04 09:49:04.700000-06:00,2017-03-04 09:49:05.800000-06:00,FeedingNonDominantHand
2017-03-04 09:49:07.700000-06:00,2017-03-04 09:49:09-06:00,FeedingDominantHand
2017-03-04 09:49:18.500000-06:00,2017-03-04 09:49:19.700000-06:00,FeedingNonDominantHand
2017-03-04 09:49:29.900000-06:00,2017-03-04 09:49:31.800000-06:00,FeedingNonDominantHand
2017-03-04 09:49:50.700000-06:00,2017-03-04 09:49:51.400000-06:00,FeedingNonDominantHand
2017-03-04 10:08:03.500000-06:00,2017-03-04 10:08:06.900000-06:00,DrinkingNonDominantHand
2017-03-04 10:09:00.300000-06:00,2017-03-04 10:09:04.300000-06:00,DrinkingNonDominantHand
2017-03-04 10:09:09.100000-06:00,2017-03-04 10:09:14.100000-06:00,DrinkingNonDominantHand
2017-03-04 10:09:18.400000-06:00,2017-03-04 10:09:22-06:00,DrinkingNonDominantHand
2017-03-04 10:09:24.900000-06:00,2017-03-04 10:09:28.900000-06:00,DrinkingNonDominantHand
2017-03-04 10:09:43.700000-06:00,2017-03-04 10:09:46.600000-06:00,DrinkingNonDominantHand
