StartTime,EndTime,MainCategory
2016-10-24 11:57:25,2016-10-24 11:57:26.200000,FeedingDominantHand
2016-10-24 11:57:30.800000,2016-10-24 11:57:32.400000,FeedingDominantHand
2016-10-24 11:57:40.500000,2016-10-24 11:57:42.600000,FeedingDominantHand
2016-10-24 11:57:50.200000,2016-10-24 11:57:51.200000,FeedingDominantHand
2016-10-24 11:57:57.400000,2016-10-24 11:57:58.400000,FeedingDominantHand
2016-10-24 11:58:04.700000,2016-10-24 11:58:09.100000,FeedingDominantHand
2016-10-24 11:58:13.300000,2016-10-24 11:58:14.800000,FeedingDominantHand
2016-10-24 11:58:21.500000,2016-10-24 11:58:22.400000,FeedingDominantHand
2016-10-24 11:58:31.700000,2016-10-24 11:58:33.200000,FeedingDominantHand
2016-10-24 11:58:42.700000,2016-10-24 11:58:43.800000,FeedingDominantHand
2016-10-24 11:59:00.900000,2016-10-24 11:59:02.300000,FeedingDominantHand
2016-10-24 11:59:08.300000,2016-10-24 11:59:09.300000,FeedingDominantHand
2016-10-24 11:59:14.400000,2016-10-24 11:59:15.700000,FeedingDominantHand
2016-10-24 11:59:23.400000,2016-10-24 11:59:25.600000,FeedingDominantHand
2016-10-24 11:59:31.200000,2016-10-24 11:59:32.800000,FeedingDominantHand
2016-10-24 11:59:37,2016-10-24 11:59:37.800000,FeedingDominantHand
2016-10-24 11:59:40.800000,2016-10-24 11:59:42.100000,FeedingDominantHand
2016-10-24 11:59:48.300000,2016-10-24 11:59:49.300000,FeedingDominantHand
2016-10-24 11:59:52.500000,2016-10-24 11:59:54.300000,FeedingDominantHand
2016-10-24 11:59:59.300000,2016-10-24 12:00:00.800000,FeedingDominantHand
2016-10-24 12:00:11.300000,2016-10-24 12:00:13,FeedingDominantHand
2016-10-24 12:00:36.600000,2016-10-24 12:00:37.900000,FeedingDominantHand
2016-10-24 12:00:46.500000,2016-10-24 12:00:48.700000,FeedingDominantHand
2016-10-24 12:00:55.400000,2016-10-24 12:00:56.800000,FeedingDominantHand
2016-10-24 12:01:09.800000,2016-10-24 12:01:11,FeedingDominantHand
2016-10-24 12:01:26.800000,2016-10-24 12:01:28.400000,FeedingDominantHand
2016-10-24 12:01:34.600000,2016-10-24 12:01:35.800000,FeedingDominantHand
2016-10-24 12:01:42.200000,2016-10-24 12:01:43.300000,FeedingDominantHand
2016-10-24 12:01:51.400000,2016-10-24 12:01:53,FeedingDominantHand
2016-10-24 12:02:00,2016-10-24 12:02:01.300000,FeedingDominantHand
2016-10-24 12:02:11.200000,2016-10-24 12:02:12.900000,FeedingDominantHand
2016-10-24 12:02:31.300000,2016-10-24 12:02:32.800000,FeedingDominantHand
2016-10-24 12:02:41.100000,2016-10-24 12:02:43.700000,FeedingDominantHand
2016-10-24 12:02:50.300000,2016-10-24 12:02:51.500000,FeedingDominantHand
2016-10-24 12:02:57.600000,2016-10-24 12:02:59.700000,FeedingDominantHand
