StartTime,EndTime,MainCategory
2016-11-08 14:11:11.100000-06:00,2016-11-08 14:11:14.700000-06:00,FeedingDominantHand
2016-11-08 14:11:23.100000-06:00,2016-11-08 14:11:25.900000-06:00,FeedingDominantHand
2016-11-08 14:11:36.100000-06:00,2016-11-08 14:11:38.300000-06:00,FeedingDominantHand
2016-11-08 14:11:49.300000-06:00,2016-11-08 14:11:52.600000-06:00,FeedingDominantHand
2016-11-08 14:12:01.400000-06:00,2016-11-08 14:12:03.300000-06:00,FeedingDominantHand
2016-11-08 14:12:04.900000-06:00,2016-11-08 14:12:07.200000-06:00,FeedingDominantHand
2016-11-08 14:12:14.100000-06:00,2016-11-08 14:12:16.800000-06:00,FeedingDominantHand
2016-11-08 14:12:27.400000-06:00,2016-11-08 14:12:29.800000-06:00,FeedingDominantHand
2016-11-08 14:12:42.100000-06:00,2016-11-08 14:12:44.500000-06:00,FeedingDominantHand
2016-11-08 14:12:50.200000-06:00,2016-11-08 14:12:53.800000-06:00,FeedingDominantHand
2016-11-08 14:13:00.600000-06:00,2016-11-08 14:13:03.100000-06:00,FeedingDominantHand
2016-11-08 14:13:07.900000-06:00,2016-11-08 14:13:10.200000-06:00,FeedingDominantHand
2016-11-08 14:13:15.700000-06:00,2016-11-08 14:13:18-06:00,FeedingDominantHand
2016-11-08 14:13:27.500000-06:00,2016-11-08 14:13:29.600000-06:00,FeedingDominantHand
2016-11-08 14:13:37.700000-06:00,2016-11-08 14:13:41.200000-06:00,FeedingDominantHand
2016-11-08 14:13:51.100000-06:00,2016-11-08 14:13:52.900000-06:00,FeedingDominantHand
2016-11-08 14:14:24.500000-06:00,2016-11-08 14:14:30.500000-06:00,DrinkingNonDominantHand
2016-11-08 14:14:34.400000-06:00,2016-11-08 14:14:36.900000-06:00,DrinkingNonDominantHand
2016-11-08 14:14:37.500000-06:00,2016-11-08 14:14:41.100000-06:00,DrinkingDominantHand
2016-11-08 14:14:42.400000-06:00,2016-11-08 14:14:46.900000-06:00,DrinkingDominantHand
2016-11-08 14:14:47.100000-06:00,2016-11-08 14:14:49.100000-06:00,DrinkingDominantHand
