StartTime,EndTime,MainCategory
2016-10-24 11:57:44-05:00,2016-10-24 11:57:45.200000-05:00,FeedingDominantHand
2016-10-24 11:57:49.800000-05:00,2016-10-24 11:57:51.400000-05:00,FeedingDominantHand
2016-10-24 11:57:59.500000-05:00,2016-10-24 11:58:01.600000-05:00,FeedingDominantHand
2016-10-24 11:58:09.200000-05:00,2016-10-24 11:58:10.200000-05:00,FeedingDominantHand
2016-10-24 11:58:16.400000-05:00,2016-10-24 11:58:17.400000-05:00,FeedingDominantHand
2016-10-24 11:58:23.700000-05:00,2016-10-24 11:58:28.100000-05:00,FeedingDominantHand
2016-10-24 11:58:32.300000-05:00,2016-10-24 11:58:33.800000-05:00,FeedingDominantHand
2016-10-24 11:58:40.500000-05:00,2016-10-24 11:58:41.400000-05:00,FeedingDominantHand
2016-10-24 11:58:50.700000-05:00,2016-10-24 11:58:52.200000-05:00,FeedingDominantHand
2016-10-24 11:59:01.700000-05:00,2016-10-24 11:59:02.800000-05:00,FeedingDominantHand
2016-10-24 11:59:19.900000-05:00,2016-10-24 11:59:21.300000-05:00,FeedingDominantHand
2016-10-24 11:59:27.300000-05:00,2016-10-24 11:59:28.300000-05:00,FeedingDominantHand
2016-10-24 11:59:33.400000-05:00,2016-10-24 11:59:34.700000-05:00,FeedingDominantHand
2016-10-24 11:59:42.400000-05:00,2016-10-24 11:59:44.600000-05:00,FeedingDominantHand
2016-10-24 11:59:50.200000-05:00,2016-10-24 11:59:51.800000-05:00,FeedingDominantHand
2016-10-24 11:59:56-05:00,2016-10-24 11:59:56.800000-05:00,FeedingDominantHand
2016-10-24 11:59:59.800000-05:00,2016-10-24 12:00:01.100000-05:00,FeedingDominantHand
2016-10-24 12:00:07.300000-05:00,2016-10-24 12:00:08.300000-05:00,FeedingDominantHand
2016-10-24 12:00:11.500000-05:00,2016-10-24 12:00:13.300000-05:00,FeedingDominantHand
2016-10-24 12:00:18.300000-05:00,2016-10-24 12:00:19.800000-05:00,FeedingDominantHand
2016-10-24 12:00:30.300000-05:00,2016-10-24 12:00:32-05:00,FeedingDominantHand
2016-10-24 12:00:55.600000-05:00,2016-10-24 12:00:56.900000-05:00,FeedingDominantHand
2016-10-24 12:01:05.500000-05:00,2016-10-24 12:01:07.700000-05:00,FeedingDominantHand
2016-10-24 12:01:14.400000-05:00,2016-10-24 12:01:15.800000-05:00,FeedingDominantHand
2016-10-24 12:01:28.800000-05:00,2016-10-24 12:01:30-05:00,FeedingDominantHand
2016-10-24 12:01:45.800000-05:00,2016-10-24 12:01:47.400000-05:00,FeedingDominantHand
2016-10-24 12:01:53.600000-05:00,2016-10-24 12:01:54.800000-05:00,FeedingDominantHand
2016-10-24 12:02:01.200000-05:00,2016-10-24 12:02:02.300000-05:00,FeedingDominantHand
2016-10-24 12:02:10.400000-05:00,2016-10-24 12:02:12-05:00,FeedingDominantHand
2016-10-24 12:02:19-05:00,2016-10-24 12:02:20.300000-05:00,FeedingDominantHand
2016-10-24 12:02:30.200000-05:00,2016-10-24 12:02:31.900000-05:00,FeedingDominantHand
2016-10-24 12:02:50.300000-05:00,2016-10-24 12:02:51.800000-05:00,FeedingDominantHand
2016-10-24 12:03:00.100000-05:00,2016-10-24 12:03:02.700000-05:00,FeedingDominantHand
2016-10-24 12:03:09.300000-05:00,2016-10-24 12:03:10.500000-05:00,FeedingDominantHand
2016-10-24 12:03:16.600000-05:00,2016-10-24 12:03:18.700000-05:00,FeedingDominantHand
2016-10-24 12:03:25.900000-05:00,2016-10-24 12:03:27.500000-05:00,FeedingDominantHand
2016-10-24 12:03:33.400000-05:00,2016-10-24 12:03:34.700000-05:00,FeedingDominantHand
2016-10-24 12:03:39.200000-05:00,2016-10-24 12:03:40.600000-05:00,FeedingDominantHand
2016-10-24 12:03:45.100000-05:00,2016-10-24 12:03:46.400000-05:00,FeedingDominantHand
2016-10-24 12:04:04.100000-05:00,2016-10-24 12:04:04.900000-05:00,FeedingDominantHand
2016-10-24 12:04:08.800000-05:00,2016-10-24 12:04:09.900000-05:00,FeedingDominantHand
2016-10-24 12:04:19.100000-05:00,2016-10-24 12:04:20.300000-05:00,FeedingDominantHand
2016-10-24 12:04:28.400000-05:00,2016-10-24 12:04:29.700000-05:00,FeedingDominantHand
2016-10-24 12:04:49.900000-05:00,2016-10-24 12:04:50.700000-05:00,FeedingDominantHand
2016-10-24 12:04:57.500000-05:00,2016-10-24 12:04:58.500000-05:00,FeedingDominantHand
2016-10-24 12:05:05.200000-05:00,2016-10-24 12:05:07.100000-05:00,FeedingDominantHand
2016-10-24 12:05:12.900000-05:00,2016-10-24 12:05:13.800000-05:00,FeedingDominantHand
2016-10-24 12:05:21.600000-05:00,2016-10-24 12:05:23-05:00,FeedingDominantHand
2016-10-24 12:05:25.200000-05:00,2016-10-24 12:05:26.300000-05:00,FeedingDominantHand
2016-10-24 12:05:35.800000-05:00,2016-10-24 12:05:37.400000-05:00,FeedingDominantHand
2016-10-24 12:05:45.700000-05:00,2016-10-24 12:05:46.900000-05:00,FeedingDominantHand
2016-10-24 12:06:02.800000-05:00,2016-10-24 12:06:03.800000-05:00,FeedingDominantHand
2016-10-24 12:06:08.700000-05:00,2016-10-24 12:06:11.100000-05:00,FeedingDominantHand
2016-10-24 12:06:19.700000-05:00,2016-10-24 12:06:20.700000-05:00,FeedingDominantHand
2016-10-24 12:06:24.400000-05:00,2016-10-24 12:06:25.400000-05:00,FeedingDominantHand
2016-10-24 12:06:28.400000-05:00,2016-10-24 12:06:29.500000-05:00,FeedingDominantHand
2016-10-24 12:06:38.500000-05:00,2016-10-24 12:06:39.600000-05:00,FeedingDominantHand
2016-10-24 12:06:44.600000-05:00,2016-10-24 12:06:45.500000-05:00,FeedingDominantHand
2016-10-24 12:06:48.100000-05:00,2016-10-24 12:06:49.600000-05:00,FeedingDominantHand
2016-10-24 12:06:54.200000-05:00,2016-10-24 12:06:55.500000-05:00,FeedingDominantHand
2016-10-24 12:07:00.400000-05:00,2016-10-24 12:07:01.400000-05:00,FeedingDominantHand
2016-10-24 12:07:06.800000-05:00,2016-10-24 12:07:07.800000-05:00,FeedingDominantHand
2016-10-24 12:07:15.300000-05:00,2016-10-24 12:07:16.400000-05:00,FeedingDominantHand
2016-10-24 12:07:22.600000-05:00,2016-10-24 12:07:23.800000-05:00,FeedingDominantHand
2016-10-24 12:07:34.800000-05:00,2016-10-24 12:07:36.200000-05:00,FeedingDominantHand
2016-10-24 12:07:39-05:00,2016-10-24 12:07:40.700000-05:00,FeedingDominantHand
2016-10-24 12:07:49.200000-05:00,2016-10-24 12:07:50.200000-05:00,FeedingDominantHand
2016-10-24 12:07:57.100000-05:00,2016-10-24 12:07:58.200000-05:00,FeedingDominantHand
2016-10-24 12:08:07.600000-05:00,2016-10-24 12:08:08.700000-05:00,FeedingDominantHand
2016-10-24 12:08:10.400000-05:00,2016-10-24 12:08:11.400000-05:00,FeedingNonDominantHand
2016-10-24 12:08:19.800000-05:00,2016-10-24 12:08:20.600000-05:00,FeedingDominantHand
2016-10-24 12:08:26.300000-05:00,2016-10-24 12:08:27-05:00,FeedingDominantHand
2016-10-24 12:08:28.900000-05:00,2016-10-24 12:08:29.600000-05:00,FeedingDominantHand
2016-10-24 12:08:30.900000-05:00,2016-10-24 12:08:31.600000-05:00,FeedingDominantHand
2016-10-24 13:00:38.900000-05:00,2016-10-24 13:00:40.500000-05:00,FeedingNonDominantHand
2016-10-24 13:00:43.100000-05:00,2016-10-24 13:00:44.800000-05:00,FeedingNonDominantHand
2016-10-24 13:00:47.500000-05:00,2016-10-24 13:00:52.900000-05:00,FeedingNonDominantHand
2016-10-24 13:01:48.300000-05:00,2016-10-24 13:01:49.800000-05:00,FeedingNonDominantHand
2016-10-24 13:02:46-05:00,2016-10-24 13:02:47.900000-05:00,FeedingNonDominantHand
2016-10-24 13:03:19.900000-05:00,2016-10-24 13:03:21.700000-05:00,FeedingNonDominantHand
