StartTime,EndTime,MainCategory
2016-11-18 08:40:28.100000-06:00,2016-11-18 08:40:29.600000-06:00,FeedingDominantHand
2016-11-18 08:40:36.200000-06:00,2016-11-18 08:40:40-06:00,FeedingDominantHand
2016-11-18 08:41:46.900000-06:00,2016-11-18 08:41:48.500000-06:00,FeedingDominantHand
2016-11-18 08:41:49.800000-06:00,2016-11-18 08:41:50.400000-06:00,FeedingNonDominantHand
2016-11-18 08:41:55.500000-06:00,2016-11-18 08:41:57.500000-06:00,FeedingDominantHand
2016-11-18 08:42:04.500000-06:00,2016-11-18 08:42:07-06:00,FeedingDominantHand
2016-11-18 08:42:16.700000-06:00,2016-11-18 08:42:17.900000-06:00,FeedingDominantHand
2016-11-18 08:42:28.300000-06:00,2016-11-18 08:42:29.400000-06:00,FeedingDominantHand
2016-11-18 08:42:31.400000-06:00,2016-11-18 08:42:32.900000-06:00,FeedingDominantHand
2016-11-18 08:42:45-06:00,2016-11-18 08:42:46.800000-06:00,FeedingDominantHand
2016-11-18 08:42:52.900000-06:00,2016-11-18 08:42:55.400000-06:00,FeedingDominantHand
2016-11-18 08:43:10.400000-06:00,2016-11-18 08:43:11.500000-06:00,FeedingDominantHand
2016-11-18 08:43:17.200000-06:00,2016-11-18 08:43:18.400000-06:00,FeedingDominantHand
2016-11-18 08:43:32.300000-06:00,2016-11-18 08:43:34.700000-06:00,DrinkingDominantHand
2016-11-18 08:43:38.800000-06:00,2016-11-18 08:43:39.900000-06:00,FeedingDominantHand
2016-11-18 08:43:44.800000-06:00,2016-11-18 08:43:47.600000-06:00,FeedingDominantHand
2016-11-18 08:43:54.900000-06:00,2016-11-18 08:43:57.600000-06:00,FeedingDominantHand
2016-11-18 08:44:07-06:00,2016-11-18 08:44:08.100000-06:00,FeedingDominantHand
2016-11-18 08:44:18.700000-06:00,2016-11-18 08:44:19.700000-06:00,FeedingDominantHand
2016-11-18 08:44:22.200000-06:00,2016-11-18 08:44:23.500000-06:00,FeedingDominantHand
2016-11-18 08:44:35.900000-06:00,2016-11-18 08:44:36.800000-06:00,FeedingDominantHand
2016-11-18 08:44:44.400000-06:00,2016-11-18 08:44:45.700000-06:00,FeedingDominantHand
2016-11-18 08:44:58.100000-06:00,2016-11-18 08:44:59.300000-06:00,FeedingDominantHand
2016-11-18 08:45:04.600000-06:00,2016-11-18 08:45:07.800000-06:00,FeedingDominantHand
2016-11-18 08:45:23.900000-06:00,2016-11-18 08:45:26.400000-06:00,DrinkingDominantHand
2016-11-18 08:45:38.800000-06:00,2016-11-18 08:45:40-06:00,FeedingDominantHand
2016-11-18 08:45:47-06:00,2016-11-18 08:45:47.900000-06:00,FeedingDominantHand
2016-11-18 08:45:50.400000-06:00,2016-11-18 08:45:51.900000-06:00,FeedingDominantHand
2016-11-18 08:46:13.400000-06:00,2016-11-18 08:46:15.700000-06:00,FeedingDominantHand
2016-11-18 08:46:21-06:00,2016-11-18 08:46:22-06:00,FeedingDominantHand
2016-11-18 08:46:32-06:00,2016-11-18 08:46:33.200000-06:00,FeedingDominantHand
2016-11-18 08:46:45.900000-06:00,2016-11-18 08:46:47.200000-06:00,FeedingDominantHand
2016-11-18 08:47:22.300000-06:00,2016-11-18 08:47:23.100000-06:00,FeedingDominantHand
2016-11-18 08:48:22.200000-06:00,2016-11-18 08:48:23.100000-06:00,FeedingDominantHand
2016-11-18 08:48:32.200000-06:00,2016-11-18 08:48:33-06:00,FeedingDominantHand
2016-11-18 08:48:35.200000-06:00,2016-11-18 08:48:35.600000-06:00,FeedingDominantHand
2016-11-18 08:48:40.800000-06:00,2016-11-18 08:48:42.300000-06:00,FeedingDominantHand
2016-11-18 08:48:42.300000-06:00,2016-11-18 08:48:43.300000-06:00,FeedingDominantHand
2016-11-18 09:11:15-06:00,2016-11-18 09:11:16.900000-06:00,FeedingNonDominantHand
